台灣頻道,#genre#
Rock Entertainment,https://tv.iill.top/4gtv/275
時尚運動X,https://tv.iill.top/4gtv/277
DreamWorks 夢工廠動畫,https://tv.iill.top/4gtv/282
Bloomberg TV,https://tv.iill.top/4gtv/283
TVBS 綜藝,https://tv.iill.top/4gtv/284
TVBS 台劇,https://tv.iill.top/4gtv/285
東森購物 四,https://tv.iill.top/4gtv/286
東森購物 三,https://tv.iill.top/4gtv/287
霹靂布袋戲,https://tv.iill.top/4gtv/301
民視台灣,https://tv.iill.top/litv/4gtv-4gtv001
民視,https://tv.iill.top/litv/4gtv-4gtv002
民視第一,https://tv.iill.top/litv/4gtv-4gtv003
民視綜藝,https://tv.iill.top/litv/4gtv-4gtv004
豬哥亮歌廳秀,https://tv.iill.top/litv/4gtv-4gtv006
中天新聞,https://tv.iill.top/litv/4gtv-4gtv009
非凡新聞,https://tv.iill.top/litv/4gtv-4gtv010
影迷數位電影,https://tv.iill.top/litv/4gtv-4gtv011
視納華仁紀實頻道,https://tv.iill.top/litv/4gtv-4gtv013
Globetrotter 環遊旅行家,https://tv.iill.top/litv/4gtv-4gtv016
AMC 最愛電影,https://tv.iill.top/litv/4gtv-4gtv017
達文西頻道,https://tv.iill.top/litv/4gtv-4gtv018
八大精彩,https://tv.iill.top/litv/4gtv-4gtv034
八大綜藝,https://tv.iill.top/litv/4gtv-4gtv039
中視,https://tv.iill.top/litv/4gtv-4gtv040
華視,https://tv.iill.top/litv/4gtv-4gtv041
公視戲劇,https://tv.iill.top/litv/4gtv-4gtv042
客家電視,https://tv.iill.top/litv/4gtv-4gtv043
靖天卡通,https://tv.iill.top/litv/4gtv-4gtv044
靖洋戲劇,https://tv.iill.top/litv/4gtv-4gtv045
靖天綜合,https://tv.iill.top/litv/4gtv-4gtv046
靖天日本,https://tv.iill.top/litv/4gtv-4gtv047
非凡商業,https://tv.iill.top/litv/4gtv-4gtv048
采昌影劇,https://tv.iill.top/litv/4gtv-4gtv049
台視新聞,https://tv.iill.top/litv/4gtv-4gtv051
華視新聞台,https://tv.iill.top/litv/4gtv-4gtv052
GINX Esports TV,https://tv.iill.top/litv/4gtv-4gtv053
靖天歡樂,https://tv.iill.top/litv/4gtv-4gtv054
靖天映畫,https://tv.iill.top/litv/4gtv-4gtv055
台視財經,https://tv.iill.top/litv/4gtv-4gtv056
靖洋卡通,https://tv.iill.top/litv/4gtv-4gtv057
靖天戲劇,https://tv.iill.top/litv/4gtv-4gtv058
Classica 古典樂,https://tv.iill.top/litv/4gtv-4gtv059
靖天電影,https://tv.iill.top/litv/4gtv-4gtv061
靖天育樂,https://tv.iill.top/litv/4gtv-4gtv062
靖天國際,https://tv.iill.top/litv/4gtv-4gtv063
中視菁采,https://tv.iill.top/litv/4gtv-4gtv064
靖天資訊,https://tv.iill.top/litv/4gtv-4gtv065
台視,https://tv.iill.top/litv/4gtv-4gtv066
TVBS 精采,https://tv.iill.top/litv/4gtv-4gtv067
TVBS 歡樂,https://tv.iill.top/litv/4gtv-4gtv068
ELTA 娛樂,https://tv.iill.top/litv/4gtv-4gtv070
TVBS 新聞,https://tv.iill.top/litv/4gtv-4gtv072
TVBS,https://tv.iill.top/litv/4gtv-4gtv073
中視新聞,https://tv.iill.top/litv/4gtv-4gtv074
鏡電視新聞,https://tv.iill.top/litv/4gtv-4gtv075
亞洲旅遊,https://tv.iill.top/litv/4gtv-4gtv076
TraceSports,https://tv.iill.top/litv/4gtv-4gtv077
Arirang TV,https://tv.iill.top/litv/4gtv-4gtv079
中視經典,https://tv.iill.top/litv/4gtv-4gtv080
Trace Urban,https://tv.iill.top/litv/4gtv-4gtv082
Mezzo Live,https://tv.iill.top/litv/4gtv-4gtv083
國會頻道 1,https://tv.iill.top/litv/4gtv-4gtv084
國會頻道 2,https://tv.iill.top/litv/4gtv-4gtv085
智林體育,https://tv.iill.top/litv/4gtv-4gtv101
第1商業,https://tv.iill.top/litv/4gtv-4gtv104
中天亞洲,https://tv.iill.top/litv/4gtv-4gtv109
東森新聞,https://tv.iill.top/litv/4gtv-4gtv152
東森財經新聞,https://tv.iill.top/litv/4gtv-4gtv153
寰宇新聞台灣,https://tv.iill.top/litv/4gtv-4gtv156
寰宇財經,https://tv.iill.top/litv/4gtv-4gtv158
VOA 美國之音,https://tv.iill.top/litv/litv-ftv03
民視旅遊,https://tv.iill.top/litv/litv-ftv07
民視影劇,https://tv.iill.top/litv/litv-ftv09
半島國際新聞,https://tv.iill.top/litv/litv-ftv10
民視新聞,https://tv.iill.top/litv/litv-ftv13
i-Fun 動漫,https://tv.iill.top/litv/litv-ftv15
好消息,https://tv.iill.top/litv/litv-ftv16
好消息 2,https://tv.iill.top/litv/litv-ftv17
龍華卡通,https://tv.iill.top/litv/litv-longturn01
龍華電影,https://tv.iill.top/litv/litv-longturn03
博斯魅力,https://tv.iill.top/litv/litv-longturn04
博斯高球一,https://tv.iill.top/litv/litv-longturn05
博斯高球 二,https://tv.iill.top/litv/litv-longturn06
博斯運動 一,https://tv.iill.top/litv/litv-longturn07
博斯運動 二,https://tv.iill.top/litv/litv-longturn08
博斯網球,https://tv.iill.top/litv/litv-longturn09
博斯無限 一,https://tv.iill.top/litv/litv-longturn10
龍華日韓,https://tv.iill.top/litv/litv-longturn11
龍華偶像,https://tv.iill.top/litv/litv-longturn12
博斯無限 二,https://tv.iill.top/litv/litv-longturn13
寰宇新聞,https://tv.iill.top/litv/litv-longturn14
龍華戲劇,https://tv.iill.top/litv/litv-longturn18
Smart 知識,https://tv.iill.top/litv/litv-longturn19
ELTA生活英語,https://tv.iill.top/litv/litv-longturn20
龍華經典,https://tv.iill.top/litv/litv-longturn21
台灣戲劇,https://tv.iill.top/litv/litv-longturn22
央視,#genre#
CCTV 1 综合,https://tv.iill.top/live/cctv1
CCTV 10 科教,https://tv.iill.top/live/cctv10
CCTV 11 戏曲,https://tv.iill.top/live/cctv11
CCTV 12 社会与法,https://tv.iill.top/live/cctv12
CCTV 13 新闻,https://tv.iill.top/live/cctv13
CCTV 14 少儿,https://tv.iill.top/live/cctv14
CCTV 15 音乐,https://tv.iill.top/live/cctv15
CCTV 17 农村农业,https://tv.iill.top/live/cctv17
CCTV 2 财经,https://tv.iill.top/live/cctv2
CCTV 3 综艺,https://tv.iill.top/live/cctv3
CCTV 4 中文国际,https://tv.iill.top/live/cctv4
CCTV 4 中文国际·欧洲,https://tv.iill.top/live/cctv4o
CCTV 4 中文国际·美洲,https://tv.iill.top/live/cctv4m
CCTV 5 体育,https://tv.iill.top/live/cctv5
CCTV 5+ 体育赛事,https://tv.iill.top/live/cctv5p
CCTV 6 电影,https://tv.iill.top/live/cctv6
CCTV 7 国防军事,https://tv.iill.top/live/cctv7
CCTV 8 电视剧,https://tv.iill.top/live/cctv8
CCTV 9 纪录,https://tv.iill.top/live/cctv9
衛視,#genre#
东方卫视,https://tv.iill.top/migu/dfws
广东卫视,https://tv.iill.top/migu/gdws
江苏卫视,https://tv.iill.top/migu/jsws
江西卫视,https://tv.iill.top/migu/jxws
湖北卫视,https://tv.iill.top/migu/hubws
澳門蓮花,https://tv.iill.top/mo/lhws
陕西卫视,https://tv.iill.top/migu/sxws
新聞,#genre#
三立新聞,https://tv.iill.top/4gtv/229
中天新聞,https://tv.iill.top/litv/4gtv-4gtv009
非凡新聞,https://tv.iill.top/litv/4gtv-4gtv010
台視新聞,https://tv.iill.top/litv/4gtv-4gtv051
華視新聞台,https://tv.iill.top/litv/4gtv-4gtv052
TVBS 新聞,https://tv.iill.top/litv/4gtv-4gtv072
中視新聞,https://tv.iill.top/litv/4gtv-4gtv074
鏡電視新聞,https://tv.iill.top/litv/4gtv-4gtv075
東森新聞,https://tv.iill.top/litv/4gtv-4gtv152
東森財經新聞,https://tv.iill.top/litv/4gtv-4gtv153
寰宇新聞台灣,https://tv.iill.top/litv/4gtv-4gtv156
半島國際新聞,https://tv.iill.top/litv/litv-ftv10
民視新聞,https://tv.iill.top/litv/litv-ftv13
寰宇新聞,https://tv.iill.top/litv/litv-longturn14
運動,#genre#
智林體育,https://tv.iill.top/litv/4gtv-4gtv101
博斯魅力,https://tv.iill.top/litv/litv-longturn04
博斯高球一,https://tv.iill.top/litv/litv-longturn05
博斯高球 二,https://tv.iill.top/litv/litv-longturn06
博斯運動 一,https://tv.iill.top/litv/litv-longturn07
博斯運動 二,https://tv.iill.top/litv/litv-longturn08
博斯網球,https://tv.iill.top/litv/litv-longturn09
博斯無限 一,https://tv.iill.top/litv/litv-longturn10
博斯無限 二,https://tv.iill.top/litv/litv-longturn13
民視,#genre#
民視台灣,https://tv.iill.top/litv/4gtv-4gtv001
民視,https://tv.iill.top/litv/4gtv-4gtv002
民視第一,https://tv.iill.top/litv/4gtv-4gtv003
民視綜藝,https://tv.iill.top/litv/4gtv-4gtv004
民視旅遊,https://tv.iill.top/litv/litv-ftv07
民視影劇,https://tv.iill.top/litv/litv-ftv09
民視新聞,https://tv.iill.top/litv/litv-ftv13
